num	oflo	seq	per	err	lqi	rssi	ed	gain	status	time	fp	length
54	0	129	59	0	255	82	72	246	16384	141589	0	18
55	0	130	58	0	255	82	72	246	16384	168339	0	18
56	0	131	58	0	255	83	68	246	16384	195089	0	18
57	0	132	57	0	255	84	64	246	16384	221839	0	18
58	0	133	57	0	255	84	64	246	16384	248589	0	18
59	0	134	56	0	255	84	64	246	16384	275339	0	18
60	0	135	56	0	255	84	64	246	16384	302089	0	18
61	0	136	56	0	255	84	64	246	16384	328839	0	18
62	0	137	55	0	255	84	64	246	16384	355589	0	18
63	0	138	55	0	255	84	64	246	16384	382339	0	18
64	0	139	54	0	255	84	64	246	16384	409089	0	18
65	0	140	54	1	252	84	64	246	16384	435839	0	18
66	0	141	54	0	255	84	64	246	16384	462589	0	18
67	0	142	53	0	255	84	64	246	16384	489339	0	18
68	0	143	53	1	252	85	60	246	16384	516089	0	18
69	0	144	53	0	255	85	60	246	16384	542839	0	18
70	0	145	52	7	231	85	60	246	16384	569589	0	18
71	0	146	52	0	255	85	60	246	16384	596339	0	18
72	0	147	52	0	255	86	56	246	16384	623089	0	18
73	0	148	51	5	238	86	56	246	16384	649839	0	18
74	0	149	51	0	255	86	56	246	16384	676589	0	18
75	0	150	50	0	255	87	52	246	16384	703339	0	18
76	0	151	50	1	252	88	48	247	16384	730089	0	18
77	0	152	50	1	252	89	44	247	16384	756839	0	18
78	0	153	50	12	213	90	40	247	16384	783589	0	18
79	0	154	49	13	209	91	36	247	16384	810339	0	18
80	0	155	49	29	152	91	36	247	16384	837089	0	18
81	0	156	49	37	124	92	32	247	16384	863839	0	18
82	0	158	49	88	0	91	36	248	16384	917339	0	18
83	0	159	48	104	0	93	28	248	16384	944089	0	18
84	0	160	48	81	0	93	28	247	16384	970839	0	18
85	0	161	48	47	88	92	32	247	16384	997589	0	18
86	0	162	47	28	156	91	36	247	16384	1024339	0	18
87	0	163	47	20	184	91	36	247	16384	2513	0	18
88	0	165	47	44	99	91	36	247	16384	56013	0	18
89	0	166	47	90	0	89	44	247	16384	82763	0	18
90	0	168	47	38	120	91	36	247	16384	136263	0	18
91	0	169	47	43	103	92	32	247	16384	163013	0	18
92	0	171	47	56	56	92	32	247	16384	216513	0	18
93	0	173	47	52	71	92	32	247	16384	270013	0	18
94	0	175	47	52	71	92	32	247	16384	323513	0	18
95	0	176	47	30	149	92	32	247	16384	350263	0	18
96	0	177	46	40	113	92	32	247	16384	377013	0	18
97	0	182	47	64	28	92	32	247	16384	510763	0	18
98	0	184	47	46	92	92	32	247	16384	564263	0	18
99	0	186	47	37	124	92	32	247	16384	617763	0	18
100	0	188	47	61	39	90	40	247	16384	671263	0	18
101	0	193	48	64	28	93	28	247	16384	805013	0	18
102	0	195	48	95	0	92	32	247	16384	858513	0	18
103	0	198	48	67	17	92	32	247	16384	938763	0	18
104	0	200	48	51	74	92	32	247	16384	992263	0	18
105	0	201	48	46	92	93	28	247	16384	1019013	0	18
106	0	203	48	53	67	92	32	247	16384	23937	0	18
107	0	205	48	87	0	92	32	247	16384	77437	0	18
108	0	206	48	48	85	92	32	247	16384	104187	0	18
109	0	207	48	36	127	92	32	247	16384	130937	0	18
110	0	209	48	52	71	92	32	247	16384	184437	0	18
111	0	211	48	42	106	92	32	247	16384	237937	0	18
112	0	213	48	72	0	92	32	247	16384	291437	0	18
113	0	215	48	42	106	92	32	247	16384	344937	0	18
114	0	216	48	38	120	92	32	247	16384	371687	0	18
115	0	217	48	27	159	92	32	247	16384	398437	0	18
116	0	218	47	47	88	92	32	247	16384	425187	0	18
117	0	221	48	37	124	92	32	247	16384	505437	0	18
118	0	224	48	40	113	91	36	247	16384	585687	0	18
119	0	225	48	27	159	92	32	247	16384	612437	0	18
120	0	226	47	16	199	92	32	247	16384	639187	0	18
121	0	228	47	24	170	91	36	247	16384	692687	0	18
122	0	229	47	23	174	91	36	247	16384	719437	0	18
123	0	230	47	30	149	91	36	247	16384	746187	0	18
124	0	231	47	53	67	91	36	247	16384	772937	0	18
125	0	233	47	27	159	91	36	247	16384	826437	0	18
126	0	234	47	30	149	91	36	247	16384	853187	0	18
127	0	235	46	13	209	91	36	247	16384	879937	0	18
128	0	236	46	40	113	91	36	247	16384	906687	0	18
129	0	237	46	33	138	91	36	247	16384	933437	0	18
130	0	238	46	38	120	91	36	247	16384	960187	0	18
131	0	239	46	46	92	90	40	248	16384	986937	0	18
132	0	240	45	33	138	91	36	247	16384	1013687	0	18
133	0	241	45	42	106	91	36	247	16384	1040437	0	18
134	0	242	45	31	145	91	36	247	16384	18611	0	18
135	0	243	45	24	170	91	36	247	16384	45361	0	18
136	0	244	45	39	117	91	36	247	16384	72111	0	18
137	0	246	45	40	113	91	36	247	16384	125611	0	18
138	0	247	45	35	131	91	36	247	16384	152361	0	18
139	0	248	44	29	152	91	36	247	16384	179111	0	18
140	0	249	44	41	110	92	32	247	16384	205861	0	18
141	0	250	44	70	7	91	36	247	16384	232611	0	18
142	0	251	44	49	81	91	36	247	16384	259361	0	18
143	0	252	44	53	67	91	36	247	16384	286111	0	18
144	0	254	44	92	0	91	36	247	16384	339611	0	18
145	0	255	44	60	42	91	36	247	16384	366361	0	18
146	0	256	43	52	71	91	36	247	16384	393111	0	18

num	oflo	seq	per	err	lqi	rssi	ed	gain	status	time	fp	length
1	0	65	99	50	78	93	28	247	16384	753004	0	18
2	0	71	98	68	14	91	36	247	16384	913504	0	18
3	0	72	96	47	88	91	36	247	16384	940254	0	18
4	0	73	95	66	21	91	36	247	16384	967004	0	18
5	0	76	94	54	63	91	36	247	16384	1047254	0	18
6	0	102	95	82	0	92	32	247	16384	694178	0	18
7	0	241	98	70	7	93	28	248	16384	218126	0	18

num	oflo	seq	per	err	lqi	rssi	ed	gain	status	time	fp	length
1	0	84	99	111	0	94	24	248	16384	757029	0	18
2	0	86	98	116	0	94	24	247	16384	810529	0	18
3	0	119	98	75	0	94	24	248	16384	644703	0	18
4	0	123	97	71	3	93	28	248	16384	751703	0	18
5	0	125	96	98	0	93	28	248	16384	805203	0	18
6	0	200	97	109	0	94	24	248	16384	714301	0	18
7	0	203	97	111	0	94	24	247	16384	794551	0	18
8	0	204	97	104	0	94	24	248	16384	821301	0	18
9	0	208	96	91	0	94	24	247	16384	928301	0	18
10	0	209	96	78	0	94	24	248	16384	955051	0	18
11	0	213	95	68	14	94	24	248	16384	13475	0	18
12	0	215	95	105	0	93	28	247	16384	66975	0	18
13	0	216	94	88	0	93	28	247	16384	93725	0	18
14	0	218	94	83	0	93	28	248	16384	147225	0	18
15	0	219	94	69	10	93	28	247	16384	173975	0	18
16	0	222	93	66	21	93	28	247	16384	254225	0	18
17	0	227	93	107	0	94	24	248	16384	387975	0	18
